company_id,company_name,industry,city,country,phone_number,website,email,created_at
35,Tecnologías Marquez y asociados S.L.,Healthcare,La Romana,Dominican Republic,+34975 12 36 85,http://hermanos.org/,gpera@tecnologias.es,2023-05-16 02:58:42
36,Talleres PVHX S.Com.,Finance,Santo Domingo,Dominican Republic,+34 980 113 826,https://cortes.es/,closa@gaya.net,2024-07-28 04:28:31
37,Promociones UHDO S.L.N.E,Education,La Romana,Dominican Republic,+34973 139 005,http://www.comercializadora.net/,maria-angeles29@hermanos.org,2022-12-21 12:05:32
38,Banca Privada AP S.A.U,Retail,Puerto Plata,Dominican Republic,+34 921024026,http://www.vidal.es/,encarnacionaroca@talleres.es,2025-02-10 17:54:31
39,Transportes VDEF S.A.,Healthcare,La Romana,Dominican Republic,+34885 99 85 69,https://cabezas.net/,osanmiguel@nicolau.com,2024-02-23 09:56:17
40,Milla y Jara S.Com.,Legal Services,San Francisco de Macorís,Dominican Republic,+34 846 711 116,http://comercial.es/,samanta60@inversiones.net,2022-10-21 02:09:42
41,Jacobo Campoy Ordóñez S.L.L.,Finance,Santo Domingo,Dominican Republic,+34928149368,http://grupo.org/,pascual02@servicios.com,2022-04-08 10:35:33
42,Restauración del Noroeste S.Coop.,Construction,La Romana,Dominican Republic,+34846 54 59 91,http://www.comercial.es/,asalamanca@fabrica.com,2023-11-24 09:01:53
43,Belen Mendez Arroyo S.A.T.,Construction,Puerto Plata,Dominican Republic,+34 807 03 43 24,https://alimentacion.es/,puertarosalva@hnos.com,2024-02-25 00:08:10
44,Quiroga y Rios S.C.P,Education,San Pedro de Macorís,Dominican Republic,+34 946 052 975,http://industrias.es/,nazariodieguez@consultoria.com,2023-07-01 10:07:34
45,Despacho KFN S.L.,Finance,San Francisco de Macorís,Dominican Republic,+34 857799799,https://supermercados.org/,domitila05@inversiones.com,2025-10-19 18:21:39
46,Sevillano y Armengol S.Coop.,Legal Services,Puerto Plata,Dominican Republic,+34 871 597 820,https://www.blasco.es/,hzamora@promociones.es,2024-12-18 08:41:56
47,Badía y asociados S.A.,Healthcare,Punta Cana,Dominican Republic,+34 825 864 492,https://www.mineria.es/,dulceblazquez@restauracion.com,2025-02-01 20:06:39
48,Alfaro y asociados S.Com.,Manufacturing,San Francisco de Macorís,Dominican Republic,+34875 573 322,http://banco.com/,aarranz@gamez.es,2023-06-24 09:10:05
49,Inversiones del Sur S.L.N.E,Manufacturing,Punta Cana,Dominican Republic,+34 872 597 746,https://www.desarrollo.es/,casandra18@instalaciones.com,2025-03-17 12:57:45
50,Hotel UWV S.Com.,Legal Services,Puerto Plata,Dominican Republic,+34933615305,http://desarrollo.es/,martinasomoza@encarnacion.net,2022-10-04 21:38:05
51,Cantero y Maldonado S.A.U,Technology,Santiago,Dominican Republic,+34830369711,https://www.despacho.es/,concepcionriera@compania.com,2025-12-17 18:28:44
52,Hnos Soriano S.A.,Manufacturing,Puerto Plata,Dominican Republic,+34 943 540 515,http://www.canellas.es/,paulinasobrino@evangelina.es,2021-10-20 06:21:19
53,Finanzas Arranz & Asociados S.L.N.E,Construction,Santo Domingo,Dominican Republic,+34914 86 87 40,http://asenjo.es/,vpaez@teresa.es,2025-09-20 02:40:36
54,Vives y asociados S.L.,Legal Services,Puerto Plata,Dominican Republic,+34 949 16 92 84,https://www.logistica.es/,osorioencarnacion@llobet.es,2024-07-30 03:05:07
55,Banca Privada Clavero S.L.L.,Technology,Santo Domingo,Dominican Republic,+34960213556,http://www.raimundo.com/,romulo54@consultoria.es,2025-11-21 22:31:46
56,Carranza y Juárez S.L.,Construction,Puerto Plata,Dominican Republic,+34 972 394 731,http://www.francisco.es/,leire18@inversiones.net,2022-07-09 10:05:02
57,Desarrollo Ibéricos S.L.,Finance,San Francisco de Macorís,Dominican Republic,+34 735 89 57 82,http://www.servicios.com/,maximilianobenavent@adelaida.com,2022-08-02 06:02:19
58,Valverde y Baquero S.L.L.,Retail,Punta Cana,Dominican Republic,+34 984 24 22 53,https://infraestructuras.org/,valverdefelipa@despacho.es,2026-04-13 11:03:02
59,Familia Bertrán S.A.,Construction,Punta Cana,Dominican Republic,+34 884396907,https://jose.com/,valerioricart@abril.es,2024-03-15 10:35:58
60,Pujadas & Asociados S.L.,Construction,Punta Cana,Dominican Republic,+34983 81 53 71,https://despacho.es/,khurtado@milla.es,2025-11-12 13:18:34
61,Andrea Mendez Valencia S.A.,Retail,Santiago,Dominican Republic,+34 944 873 395,http://www.transportes.com/,qcanete@quintana.com,2026-05-04 03:55:30
62,Promociones Inteligentes S.A.,Education,San Francisco de Macorís,Dominican Republic,+34 982 784 991,http://www.perea.es/,heliodoroverdu@vall.com,2024-04-27 01:57:31
63,Aurelia Saura Company S.Coop.,Legal Services,Puerto Plata,Dominican Republic,+34983 25 95 26,https://leandra.es/,ignacia16@banca.net,2021-12-03 21:57:44
64,Francisco Zamora Pinto S.A.,Education,La Romana,Dominican Republic,+34 880 09 13 07,https://soluciones.es/,cerveraaurelia@logistica.es,2022-12-17 10:03:41
65,Ximena Noriega Pablo S.L.,Manufacturing,Santiago,Dominican Republic,+34 884 973 348,https://www.instalaciones.es/,lucio19@prat.com,2023-12-16 18:21:49
66,Hermanos Bermúdez S.Com.,Retail,San Pedro de Macorís,Dominican Republic,+34 971 47 33 84,https://www.industrias.net/,cabreraseveriano@sureda.com,2021-07-13 11:00:00
67,Soluciones Tamarit S.Coop.,Healthcare,Santiago,Dominican Republic,+34 873 454 019,http://www.soluciones.com/,lvalbuena@banco.com,2024-05-03 07:11:41
68,Talleres Zamora y asociados S.L.N.E,Finance,Santo Domingo,Dominican Republic,+34842 87 43 15,http://farmaceutica.net/,emilianaramirez@villalba.com,2023-01-22 10:55:43
69,Tecnologías Morales S.L.N.E,Legal Services,La Romana,Dominican Republic,+34 704 637 454,http://guzman.es/,feliciano68@consultoria.net,2022-08-16 08:15:15
70,Ezequiel Sanz Pereira S.Com.,Retail,La Romana,Dominican Republic,+34 976 83 39 18,https://consultoria.com/,naciovina@demetrio.es,2021-12-17 05:09:01
71,Eligio Vilanova Ribes S.Coop.,Construction,San Pedro de Macorís,Dominican Republic,+34807 87 40 64,http://www.banco.com/,sangulo@escolano.es,2024-09-02 18:28:25
72,Sanabria y Pina S.Com.,Healthcare,Santo Domingo,Dominican Republic,+34 988 251 286,http://www.familia.es/,pgras@osvaldo.com,2021-10-05 10:56:26
73,Alcázar y Hernandez S.A.D,Construction,Punta Cana,Dominican Republic,+34 826907903,http://joaquin.org/,olallamontana@galvez.net,2025-01-02 05:55:40
74,Inmobiliaria Barrera & Asociados S.L.,Finance,Punta Cana,Dominican Republic,+34949 87 05 68,https://company.es/,reinagomis@despacho.es,2026-03-24 18:57:22
75,Restauración Herrero S.C.P,Manufacturing,San Francisco de Macorís,Dominican Republic,+34 922 17 51 83,http://ariza.net/,vgallardo@alimentacion.com,2025-07-24 07:34:21
76,Fábrica del Mediterráneo S.L.N.E,Healthcare,La Romana,Dominican Republic,+34920 46 78 54,https://adelaida.es/,raimundomilla@arroyo.com,2023-09-15 13:22:15
77,Marquez y Corominas S.A.,Retail,Puerto Plata,Dominican Republic,+34 878693785,https://edgar.es/,yesicabarral@familia.es,2022-08-28 12:45:18
78,Comercializadora Globales S.A.,Legal Services,La Romana,Dominican Republic,+34 982750997,https://www.hnos.org/,ale86@construccion.net,2023-02-13 16:08:07
79,Minería Lastra y asociados S.A.,Technology,Puerto Plata,Dominican Republic,+34 946793341,http://www.pinilla.com/,donosocelestino@ramona.com,2025-12-24 07:02:48
80,Grupo Galván S.L.N.E,Retail,Puerto Plata,Dominican Republic,+34 977 401 489,http://www.alcazar.es/,martinezfermin@restauracion.com,2022-02-26 00:38:10
81,Baeza & Asociados S.Com.,Retail,San Francisco de Macorís,Dominican Republic,+34821 59 99 65,http://amor.es/,restevez@boada.com,2022-03-09 05:50:29
82,Despacho Pinto & Asociados S.L.,Education,Santiago,Dominican Republic,+34 920 511 047,https://desarrollo.es/,amochuy@buendia.com,2023-12-21 02:21:35
83,Pons y Blazquez S.L.,Education,Santiago,Dominican Republic,+34 880 98 26 22,https://transportes.org/,emari@promociones.es,2022-05-25 17:04:55
84,Inversiones Agudo S.L.N.E,Legal Services,La Romana,Dominican Republic,+34922965756,http://font.es/,lupe79@logistica.es,2024-08-04 10:10:31
85,Finanzas ZJNB S.L.,Finance,San Francisco de Macorís,Dominican Republic,+34874741672,https://www.despacho.es/,svelazquez@arco.com,2022-06-02 03:49:09
86,Minería Iberia S.L.,Retail,San Francisco de Macorís,Dominican Republic,+34803 965 610,http://hotel.es/,onofreamat@cruz.com,2022-06-22 23:24:02
87,Minería Mesa S.Com.,Consulting,Punta Cana,Dominican Republic,+34 874875717,https://inversiones.com/,manuhervas@distribuciones.es,2023-06-17 17:02:46
88,Espinosa y Estrada S.L.,Technology,Puerto Plata,Dominican Republic,+34956093796,https://www.fabrica.com/,estevezpio@figueras.es,2025-12-22 21:55:38
89,Pont y asociados S.Coop.,Construction,Punta Cana,Dominican Republic,+34 925 57 92 49,http://www.carranza.com/,joaquina28@ripoll.es,2023-01-25 11:26:36
90,Fabiola Duran Diaz S.Coop.,Education,Punta Cana,Dominican Republic,+34843 25 79 05,http://finanzas.es/,atellez@amaya.net,2023-12-21 20:26:46
91,Hermanos Gomila S.Coop.,Education,San Pedro de Macorís,Dominican Republic,+34848797881,http://arnaiz.es/,huertasmanuel@hnos.com,2025-03-22 12:04:06
92,Industrias QE S.Com.,Retail,Punta Cana,Dominican Republic,+34 952 923 309,https://logistica.org/,cerdamaricela@barranco.com,2022-08-13 14:47:28
93,Despacho Internacionales S.L.L.,Education,Santo Domingo,Dominican Republic,+34 944 729 466,https://www.servicios.com/,sedanofabiola@barroso.es,2023-04-16 13:26:02
94,Julio Moraleda Luque S.Com.,Manufacturing,Santo Domingo,Dominican Republic,+34 842975001,https://www.distribuciones.com/,federico41@ibanez.com,2021-12-05 06:10:58
95,Mayoral y Guillén S.Com.,Finance,San Francisco de Macorís,Dominican Republic,+34824 103 712,http://familia.es/,alebelda@restauracion.com,2022-05-13 23:54:29
96,Pedrero y asociados S.A.,Legal Services,Punta Cana,Dominican Republic,+34842218909,http://garces.es/,chemacabrera@consultoria.es,2024-02-29 11:44:12
97,Industrias Lluch S.L.,Consulting,San Pedro de Macorís,Dominican Republic,+34 881 89 99 40,https://www.servicios.net/,hpolo@transportes.com,2024-07-23 06:04:39
98,Catalán y asociados S.L.L.,Retail,Santiago,Dominican Republic,+34948582710,http://www.fabrica.es/,eusebia86@quesada.com,2023-11-06 10:08:17
99,Inversiones AK S.L.L.,Retail,Punta Cana,Dominican Republic,+34987 569 146,http://www.compania.com/,griselda21@grupo.es,2025-12-08 06:45:00
100,Distribuciones Peral & Asociados S.L.,Retail,Santo Domingo,Dominican Republic,+34884 10 56 48,http://transportes.com/,maria-teresa19@hotel.es,2022-10-06 15:46:04
101,Banco Rius S.A.T.,Retail,Punta Cana,Dominican Republic,+34 881 65 41 95,http://www.hotel.es/,solarosenda@inversiones.com,2024-08-16 13:15:54
102,Instalaciones Inteligentes S.L.,Finance,San Pedro de Macorís,Dominican Republic,+34 880 75 97 38,http://www.hnos.es/,naranjoabel@melendez.net,2025-01-21 16:22:54
103,Benito Cisneros Losada S.A.,Consulting,La Romana,Dominican Republic,+34878 865 719,http://www.benavides.com/,lupejulian@pozo.org,2023-06-23 03:57:34
104,Finanzas OE S.A.,Healthcare,Santiago,Dominican Republic,+34 848 775 618,https://www.mario.com/,noemimayo@grupo.net,2024-07-06 14:44:47
105,Vilanova y Avilés S.L.,Legal Services,Puerto Plata,Dominican Republic,+34 883 20 67 88,http://www.cristian.net/,hectorperez@blasco.com,2021-09-03 02:10:58
106,Finanzas XGVR S.Com.,Healthcare,San Pedro de Macorís,Dominican Republic,+34 803702966,https://www.roldan.com/,lino72@grupo.es,2022-01-02 19:34:22
107,Inmobiliaria HKU S.Coop.,Education,La Romana,Dominican Republic,+34988065787,https://leon.net/,lucasbautista@benita.com,2023-08-06 10:12:19
108,Inmobiliaria Castellana S.L.,Manufacturing,San Pedro de Macorís,Dominican Republic,+34 876 96 52 23,https://hermanos.net/,lmendizabal@anselmo.net,2021-08-28 06:34:57
109,Aarón Mármol Fortuny S.L.L.,Retail,Punta Cana,Dominican Republic,+34 924 250 029,http://www.belmonte.es/,navarromarciano@cerezo.es,2025-08-19 00:54:37
110,Dávila y asociados S.A.T.,Legal Services,Puerto Plata,Dominican Republic,+34849 64 42 20,https://www.logistica.com/,vchico@industrias.es,2025-04-14 23:47:08
111,Hermanos Gallego S.C.P,Legal Services,La Romana,Dominican Republic,+34820 541 006,https://soluciones.es/,ecadenas@distribuciones.com,2023-12-30 14:37:26
112,Hermanos Julián S.L.N.E,Retail,La Romana,Dominican Republic,+34821 526 218,http://julie.com/,dcrespo@manufacturas.org,2023-11-19 00:31:32
113,Industrias Báez & Asociados S.Com.,Education,Santiago,Dominican Republic,+34979205061,https://construccion.org/,saenzrafaela@inversiones.es,2023-01-22 18:23:13
114,Pizarro y asociados S.A.,Consulting,San Francisco de Macorís,Dominican Republic,+34803 477 434,http://www.compania.es/,ktaboada@tecnologias.com,2025-10-04 08:02:34
115,Consultoría Sanchez S.A.,Construction,San Francisco de Macorís,Dominican Republic,+34848 332 061,https://www.infraestructuras.com/,ponscayetana@moreno.com,2025-12-06 21:41:29
116,Capdevila y Ribas S.A.,Retail,San Pedro de Macorís,Dominican Republic,+34 826 191 485,https://torralba.org/,ncobo@arias.es,2023-07-05 11:50:25
117,Hnos Leiva S.L.N.E,Manufacturing,San Pedro de Macorís,Dominican Republic,+34 725 44 47 13,http://maria.com/,vascogalvan@tormo.com,2025-11-14 05:56:14
118,Comercializadora Merino S.L.,Consulting,Punta Cana,Dominican Republic,+34945 28 90 23,http://www.banco.es/,leocadiopedrosa@anselma.net,2024-08-27 13:46:42
119,Dorotea Salmerón Elías S.L.N.E,Legal Services,La Romana,Dominican Republic,+34976 98 55 24,http://hnos.net/,florgomis@inmobiliaria.com,2025-07-09 07:53:36
120,Farmaceútica Aguirre S.A.T.,Education,Santiago,Dominican Republic,+34 902 466 574,http://servicios.es/,marc17@manufacturas.org,2023-02-02 13:47:23
121,Industrias Barberá S.L.L.,Education,Punta Cana,Dominican Republic,+34945 52 07 44,https://aranda.net/,gpalmer@distribuciones.com,2023-09-08 23:07:25
122,Manufacturas Borrell S.A.T.,Construction,Santiago,Dominican Republic,+34 877 465 549,https://tecnologias.com/,gferreras@restauracion.es,2026-05-01 10:27:09
123,Eric Molina Escribano S.L.,Finance,Santiago,Dominican Republic,+34 979525007,https://www.distribuciones.com/,encarnacionroura@quintanilla.es,2021-07-11 20:48:01
124,Grupo Perea S.L.N.E,Construction,Puerto Plata,Dominican Republic,+34920 83 00 33,https://construccion.org/,bertoarroyo@instalaciones.com,2024-05-27 04:39:22
125,Plinio Fabra Cózar S.L.N.E,Manufacturing,San Francisco de Macorís,Dominican Republic,+34945 03 32 30,http://www.arcos.org/,asensiogisela@banca.org,2025-07-10 06:11:54
126,Fábrica Agustí S.Com.,Technology,Santiago,Dominican Republic,+34 826849926,http://www.consultoria.net/,paz83@redondo.es,2023-04-03 15:25:46
127,Natalio Guitart Acedo S.A.,Technology,Santo Domingo,Dominican Republic,+34 824197218,http://www.hotel.com/,diazsandra@hermanos.es,2025-02-09 21:08:55
128,Construcción AH S.L.,Construction,Santo Domingo,Dominican Republic,+34 922 579 415,https://www.servicios.es/,danielcazorla@grupo.es,2026-04-30 00:08:27
129,Gerardo Pino Palmer S.Coop.,Retail,La Romana,Dominican Republic,+34 842771670,http://alberola.es/,rosellogisela@tecnologias.es,2022-10-02 05:07:22
130,Familia Crespo S.Coop.,Construction,San Pedro de Macorís,Dominican Republic,+34 976 721 753,https://grupo.net/,segoviavicente@chus.es,2021-08-21 13:36:22
131,Servicios BCQ S.L.,Consulting,Punta Cana,Dominican Republic,+34901 88 37 55,http://www.natanael.com/,gironaabilio@padilla.es,2022-05-23 16:36:15
132,Grupo Ugarte S.A.,Education,Santo Domingo,Dominican Republic,+34946 14 93 31,https://www.paloma.es/,casalmaria-pilar@zacarias.com,2025-12-31 03:28:32
133,Hnos Tomas S.L.N.E,Finance,San Pedro de Macorís,Dominican Republic,+34 859221699,https://hurtado.es/,victor22@vila.es,2026-03-13 06:40:37
134,Finanzas Ibérica S.L.,Education,Santiago,Dominican Republic,+34888 522 885,http://dafne.es/,yanezcustodio@hnos.com,2023-03-10 10:26:54
135,Distribuciones Macías y asociados S.A.,Manufacturing,Santiago,Dominican Republic,+34814 380 571,http://instalaciones.es/,jmilla@familia.es,2023-05-29 02:45:31
136,Ferrándiz & Asociados S.Com.,Consulting,Santiago,Dominican Republic,+34 851228160,https://desarrollo.es/,anibalcorral@azcona.es,2022-02-08 19:01:46
137,Zaragoza & Asociados S.L.N.E,Manufacturing,La Romana,Dominican Republic,+34984 18 26 88,https://www.giralt.es/,lazaro39@chelo.es,2023-07-14 02:16:49
138,Banco Internacionales S.Com.,Finance,San Francisco de Macorís,Dominican Republic,+34 828 64 84 08,https://armando.com/,diegomaria-teresa@familia.net,2025-02-04 07:59:35
139,Fábrica RTMW S.L.L.,Consulting,Punta Cana,Dominican Republic,+34 821207501,http://www.infraestructuras.net/,saturnino67@rosello.com,2026-01-14 00:47:07
140,Familia Arroyo S.L.,Retail,Punta Cana,Dominican Republic,+34 821 58 14 49,http://rico.net/,margaritaportillo@despacho.com,2026-03-13 02:23:54
141,Consultoría Arnaiz S.A.,Legal Services,San Pedro de Macorís,Dominican Republic,+34 944881435,http://distribuciones.org/,darioescudero@hnos.com,2023-08-15 05:16:03
142,Finanzas EXSI S.A.U,Retail,San Francisco de Macorís,Dominican Republic,+34887 913 577,https://promociones.com/,millanjose-manuel@suministros.com,2024-04-22 11:46:09
143,Óscar Salinas Palmer S.L.,Finance,Santiago,Dominican Republic,+34 979 812 914,http://www.comercializadora.com/,cgarcia@tecnologias.org,2022-08-17 07:33:14
144,Angélica Vicens Botella S.Com.,Education,San Francisco de Macorís,Dominican Republic,+34981039282,https://www.despacho.com/,mariatorrent@comercializadora.com,2023-03-31 18:50:11
145,Pons y asociados S.L.N.E,Consulting,Santiago,Dominican Republic,+34803 05 18 44,http://pavon.es/,ascensionramis@ochoa.com,2025-10-03 12:19:16
146,Supermercados Daza S.A.T.,Healthcare,Puerto Plata,Dominican Republic,+34983432225,http://www.murillo.es/,lgalvez@soluciones.com,2026-05-14 02:53:51
147,Desarrollo Vila S.A.,Technology,San Francisco de Macorís,Dominican Republic,+34 845 024 286,http://fabrica.es/,narcisaespada@distribuciones.com,2023-06-11 08:48:06
148,Pol y Catalán S.A.,Construction,Santiago,Dominican Republic,+34873 886 291,http://familia.com/,rosadoazahara@pellicer.es,2023-06-10 08:22:44
149,Montserrat Piquer Ordóñez S.Coop.,Finance,San Pedro de Macorís,Dominican Republic,+34825624731,https://finanzas.com/,perezfatima@logistica.com,2025-02-10 02:50:38
150,Infraestructuras Roda y asociados S.Coop.,Construction,La Romana,Dominican Republic,+34944368872,https://inversiones.com/,victorianocaceres@fabrica.com,2024-10-18 06:19:00
151,Familia Codina S.Coop.,Technology,Punta Cana,Dominican Republic,+34 961143519,http://vazquez.com/,felicidadurrutia@agustin.com,2025-10-30 13:51:02
152,Distribuciones Castellana S.Com.,Technology,Puerto Plata,Dominican Republic,+34 621 465 669,http://www.compania.org/,eloisaferreras@sancho.com,2026-03-28 23:10:08
153,Instalaciones XPX S.L.N.E,Legal Services,San Francisco de Macorís,Dominican Republic,+34881769735,https://hnos.es/,inesgras@revilla.com,2023-09-23 13:25:13
154,Instalaciones Española S.Com.,Manufacturing,Puerto Plata,Dominican Republic,+34 924 18 27 55,http://finanzas.net/,saludlara@hotel.es,2022-10-25 00:30:59
155,Consultoría JI S.Coop.,Finance,Santiago,Dominican Republic,+34 988 07 59 57,https://inmobiliaria.com/,zaragozanerea@tejera.es,2022-12-22 10:42:12
156,Dionisio Villegas Seguí S.Com.,Technology,Punta Cana,Dominican Republic,+34 700 36 91 55,https://www.industrias.es/,geronimo76@soluciones.es,2023-11-13 03:19:59
157,Geraldo Castro Granados S.L.L.,Retail,Santiago,Dominican Republic,+34 885 386 632,http://grupo.es/,qmarin@hnos.com,2023-04-27 19:03:06
158,Tecnologías Bárcena y asociados S.L.,Finance,Punta Cana,Dominican Republic,+34 883 55 88 45,http://mineria.org/,moreno87@tamara.es,2022-09-20 09:19:06
159,Manufacturas Robles S.L.,Retail,San Pedro de Macorís,Dominican Republic,+34 946 112 535,https://servicios.es/,kriba@banca.org,2022-03-03 02:42:12
160,Distribuciones del Mediterráneo S.A.,Legal Services,La Romana,Dominican Republic,+34817 80 06 81,http://compania.net/,venceslas22@banca.es,2025-07-15 17:18:52
161,Sabina Lladó Salgado S.A.,Legal Services,San Francisco de Macorís,Dominican Republic,+34 988 299 796,https://calista.es/,jjuan@alimentacion.es,2026-01-14 20:30:32
162,Hnos Tejada S.Com.,Finance,San Pedro de Macorís,Dominican Republic,+34 954 93 08 53,https://iborra.es/,qgimenez@suministros.org,2026-01-05 01:16:58
163,Soluciones Fabra & Asociados S.A.,Education,Santo Domingo,Dominican Republic,+34 888 17 97 49,https://www.aliaga.com/,cristianlujan@desarrollo.com,2021-08-12 02:36:29
164,Isaac Nogués Rivera S.Com.,Education,Santo Domingo,Dominican Republic,+34 981 570 512,http://bellido.org/,halberola@restauracion.com,2023-03-08 04:34:18
165,Macaria Burgos Vázquez S.L.,Legal Services,San Francisco de Macorís,Dominican Republic,+34874 764 520,http://felicia.com/,danielguzman@morata.org,2022-07-04 02:21:50
166,Herrero y Agullo S.L.N.E,Education,San Francisco de Macorís,Dominican Republic,+34 977 925 132,https://www.barreda.com/,casasamarilis@logistica.es,2023-02-16 21:10:47
